ID,Name,Year,Rank,Average,Bayes average,Users rated,URL,Thumbnail
161936,Pandemic Legacy: Season 1,2015,1,8.66,8.463,14832,/boardgame/161936/pandemic-legacy-season-1,//cf.geekdo-images.com/images/pic2452831_mt.png
182028,Through the Ages: A New Story of Civilization,2015,2,8.79,8.296,5729,/boardgame/182028/through-ages-new-story-civilization,//cf.geekdo-images.com/images/pic2663291_mt.jpg
12333,Twilight Struggle,2005,3,8.36,8.226,25909,/boardgame/12333/twilight-struggle,//cf.geekdo-images.com/images/pic361592_mt.jpg
120677,Terra Mystica,2012,4,8.29,8.151,22075,/boardgame/120677/terra-mystica,//cf.geekdo-images.com/images/pic1356616_mt.jpg
187645,Star Wars: Rebellion,2016,5,8.57,8.106,6552,/boardgame/187645/star-wars-rebellion,//cf.geekdo-images.com/images/pic2737530_mt.png
169786,Scythe,2016,6,8.37,8.064,11052,/boardgame/169786/scythe,//cf.geekdo-images.com/images/pic3163924_mt.jpg
173346,7 Wonders Duel,2015,7,8.21,8.025,16797,/boardgame/173346/7-wonders-duel,//cf.geekdo-images.com/images/pic3376065_mt.jpg
102794,Caverna: The Cave Farmers,2013,8,8.2,8.025,15609,/boardgame/102794/caverna-cave-farmers,//cf.geekdo-images.com/images/pic1790789_mt.jpg
3076,Puerto Rico,2002,9,8.1,7.997,46435,/boardgame/3076/puerto-rico,//cf.geekdo-images.com/images/pic158548_mt.jpg
84876,The Castles of Burgundy,2011,10,8.11,7.995,23379,/boardgame/84876/castles-burgundy,//cf.geekdo-images.com/images/pic1176894_mt.jpg
31260,Agricola,2007,11,8.07,7.978,46864,/boardgame/31260/agricola,//cf.geekdo-images.com/images/pic259085_mt.jpg
25613,Through the Ages: A Story of Civilization,2006,12,8.11,7.949,15102,/boardgame/25613/through-ages-story-civilization,//cf.geekdo-images.com/images/pic236169_mt.jpg
96848,Mage Knight Board Game,2011,13,8.14,7.946,17264,/boardgame/96848/mage-knight-board-game,//cf.geekdo-images.com/images/pic1083380_mt.jpg
115746,War of the Ring (Second Edition),2012,14,8.36,7.935,5800,/boardgame/115746/war-ring-second-edition,//cf.geekdo-images.com/images/pic1215633_mt.jpg
170216,Blood Rage,2015,15,8.19,7.93,11082,/boardgame/170216/blood-rage,//cf.geekdo-images.com/images/pic2439223_mt.jpg
164153,Star Wars: Imperial Assault,2014,16,8.24,7.925,10113,/boardgame/164153/star-wars-imperial-assault,//cf.geekdo-images.com/images/pic2247647_mt.jpg
2651,Power Grid,2004,17,7.95,7.877,40820,/boardgame/2651/power-grid,//cf.geekdo-images.com/images/pic173153_mt.jpg
72125,Eclipse,2011,18,8.03,7.873,19565,/boardgame/72125/eclipse,//cf.geekdo-images.com/images/pic1974056_mt.jpg
167791,Terraforming Mars,2016,19,8.36,7.861,4933,/boardgame/167791/terraforming-mars,//cf.geekdo-images.com/images/pic2891964_mt.jpg
124742,Android: Netrunner,2012,20,8.03,7.849,19550,/boardgame/124742/android-netrunner,//cf.geekdo-images.com/images/pic1324609_mt.jpg
121921,Robinson Crusoe: Adventures on the Cursed Island,2012,21,8.02,7.842,16593,/boardgame/121921/robinson-crusoe-adventures-cursed-island,//cf.geekdo-images.com/images/pic3165731_mt.jpg
178900,Codenames,2015,22,7.95,7.839,25984,/boardgame/178900/codenames,//cf.geekdo-images.com/images/pic2582929_mt.jpg
35677,Le Havre,2008,23,7.94,7.821,18497,/boardgame/35677/le-havre,//cf.geekdo-images.com/images/pic447994_mt.jpg
28720,Brass,2007,24,8.01,7.817,10392,/boardgame/28720/brass,//cf.geekdo-images.com/images/pic261878_mt.jpg
146508,T.I.M.E Stories,2015,25,8.09,7.801,8409,/boardgame/146508/time-stories,//cf.geekdo-images.com/images/pic2617634_mt.png
126163,Tzolk'in: The Mayan Calendar,2012,26,7.95,7.801,16806,/boardgame/126163/tzolk-mayan-calendar,//cf.geekdo-images.com/images/pic1413480_mt.jpg
164928,Orléans,2014,27,8.07,7.773,7203,/boardgame/164928/orleans,//cf.geekdo-images.com/images/pic2578828_mt.png
175914,Food Chain Magnate,2015,28,8.28,7.769,4147,/boardgame/175914/food-chain-magnate,//cf.geekdo-images.com/images/pic2649434_mt.png
122515,Keyflower,2012,29,7.95,7.764,10960,/boardgame/122515/keyflower,//cf.geekdo-images.com/images/pic2278942_mt.jpg
205059,Mansions of Madness: Second Edition,2016,30,8.37,7.762,4449,/boardgame/205059/mansions-madness-second-edition,//cf.geekdo-images.com/images/pic3118622_mt.jpg
68448,7 Wonders,2010,31,7.84,7.757,49216,/boardgame/68448/7-wonders,//cf.geekdo-images.com/images/pic860217_mt.jpg
209010,Mechs vs. Minions,2016,32,8.5,7.744,3112,/boardgame/209010/mechs-vs-minions,//cf.geekdo-images.com/images/pic3184103_mt.jpg
150376,Dead of Winter: A Crossroads Game,2014,33,7.9,7.74,21022,/boardgame/150376/dead-winter-crossroads-game,//cf.geekdo-images.com/images/pic3016500_mt.jpg
171623,The Voyages of Marco Polo,2015,34,8.01,7.74,8151,/boardgame/171623/voyages-marco-polo,//cf.geekdo-images.com/images/pic2461346_mt.png
18602,Caylus,2005,35,7.87,7.739,21409,/boardgame/18602/caylus,//cf.geekdo-images.com/images/pic1638795_mt.jpg
124361,Concordia,2013,36,7.96,7.734,9061,/boardgame/124361/concordia,//cf.geekdo-images.com/images/pic1980675_mt.jpg
146021,Eldritch Horror,2013,37,7.95,7.718,14954,/boardgame/146021/eldritch-horror,//cf.geekdo-images.com/images/pic1872452_mt.jpg
12493,Twilight Imperium (Third Edition),2005,38,7.92,7.709,14500,/boardgame/12493/twilight-imperium-third-edition,//cf.geekdo-images.com/images/pic50404_mt.jpg
163412,Patchwork,2014,39,7.85,7.701,15819,/boardgame/163412/patchwork,//cf.geekdo-images.com/images/pic2270442_mt.jpg
62219,Dominant Species,2010,40,7.87,7.699,12518,/boardgame/62219/dominant-species,//cf.geekdo-images.com/images/pic784193_mt.jpg
132531,Roll for the Galaxy,2014,41,7.87,7.694,12842,/boardgame/132531/roll-galaxy,//cf.geekdo-images.com/images/pic1473629_mt.jpg
